Year,RCO 2.6 CO2 ppm,RCP 4.5 CO2 ppm,RCO 6.0 CO2 ppm,RCP 8.5 CO2 ppm
358074.5,282.671,295.471,305.475,333.168
358165.5,282.67,295.466,305.468,333.153
358174.5,282.669,295.463,305.464,333.144
358265.5,282.668,295.459,305.457,333.13
358274.5,282.667,295.456,305.452,333.121
358365.5,282.666,295.452,305.445,333.107
358374.5,282.665,295.449,305.441,333.098
358465.5,282.664,295.444,305.434,333.083
358474.5,282.663,295.441,305.43,333.075
358565.5,282.662,295.437,305.423,333.06
358574.5,282.661,295.434,305.418,333.051
358665.5,282.659,295.43,305.411,333.037
358674.5,282.659,295.427,305.407,333.028
358765.5,282.657,295.422,305.4,333.014
358774.5,282.657,295.42,305.396,333.005
358865.5,282.655,295.415,305.389,332.99
358874.5,282.654,295.412,305.384,332.981
358965.5,282.653,295.408,305.377,332.967
358974.5,282.652,295.405,305.373,332.958
359065.5,282.651,295.401,305.366,332.944
359074.5,282.65,295.398,305.362,332.935
359165.5,282.649,295.393,305.355,332.921
359174.5,282.648,295.39,305.35,332.912
359265.5,282.647,295.386,305.343,332.897
359274.5,282.646,295.383,305.339,332.889
359365.5,282.645,295.379,305.332,332.874
359374.5,282.644,295.376,305.328,332.865
359465.5,282.643,295.371,305.321,332.851
359474.5,282.642,295.369,305.317,332.842
359565.5,282.641,295.364,305.31,332.828
359574.5,282.64,295.361,305.305,332.819
359665.5,282.639,295.357,305.298,332.805
359674.5,282.638,295.354,305.294,332.796
359765.5,282.637,295.35,305.287,332.782
359774.5,282.636,295.347,305.283,332.773
359865.5,282.635,295.342,305.276,332.758
359874.5,282.634,295.339,305.271,332.75
359965.5,282.632,295.335,305.265,332.735
359974.5,282.632,295.332,305.26,332.726
360065.5,282.63,295.328,305.253,332.712
360074.5,282.63,295.325,305.249,332.703
360165.5,282.628,295.321,305.242,332.689
360174.5,282.627,295.318,305.238,332.68
360265.5,282.626,295.313,305.231,332.666
360274.5,282.625,295.31,305.226,332.657
360365.5,282.624,295.306,305.22,332.643
360374.5,282.623,295.303,305.215,332.634
360465.5,282.622,295.299,305.208,332.62
360474.5,282.621,295.296,305.204,332.611
360565.5,282.62,295.292,305.197,332.597
360574.5,282.619,295.289,305.193,332.588
360665.5,282.618,295.284,305.186,332.574
360674.5,282.617,295.281,305.181,332.565
360765.5,282.616,295.277,305.175,332.551
360774.5,282.615,295.274,305.17,332.542
360865.5,282.614,295.27,305.163,332.527
360874.5,282.613,295.267,305.159,332.519
360965.5,282.612,295.263,305.152,332.504
360974.5,282.611,295.26,305.148,332.496
361065.5,282.61,295.255,305.141,332.481
361074.5,282.609,295.253,305.137,332.473
361165.5,282.608,295.248,305.13,332.458
361174.5,282.607,295.245,305.125,332.45
361265.5,282.606,295.241,305.119,332.435
361274.5,282.605,295.238,305.114,332.427
361365.5,282.604,295.234,305.107,332.412
361374.5,282.603,295.231,305.103,332.404
361465.5,282.601,295.226,305.096,332.389
361474.5,282.601,295.224,305.092,332.381
361565.5,282.599,295.219,305.085,332.366
361574.5,282.599,295.216,305.081,332.358
361665.5,282.597,295.212,305.074,332.343
361674.5,282.597,295.209,305.069,332.335
361765.5,282.595,295.205,305.063,332.32
361774.5,282.594,295.202,305.058,332.312
361865.5,282.593,295.198,305.051,332.298
361874.5,282.592,295.195,305.047,332.289
361965.5,282.591,295.19,305.04,332.275
361974.5,282.59,295.188,305.036,332.266
362065.5,282.589,295.183,305.029,332.252
362074.5,282.588,295.18,305.025,332.243
362165.5,282.587,295.176,305.018,332.229
362174.5,282.586,295.173,305.014,332.22
362265.5,282.585,295.169,305.007,332.206
362274.5,282.584,295.166,305.002,332.197
362365.5,282.583,295.162,304.996,332.183
362374.5,282.582,295.159,304.991,332.174
362465.5,282.581,295.154,304.984,332.16
362474.5,282.58,295.152,304.98,332.151
362565.5,282.579,295.147,304.973,332.137
362574.5,282.578,295.144,304.969,332.128
362665.5,282.577,295.14,304.962,332.114
362674.5,282.576,295.137,304.958,332.106
362765.5,282.575,295.133,304.951,332.091
362774.5,282.574,295.13,304.947,332.083
362865.5,282.573,295.126,304.94,332.069
362874.5,282.572,295.123,304.936,332.06
362965.5,282.571,295.119,304.929,332.046
362974.5,282.57,295.116,304.924,332.037
363065.5,282.569,295.111,304.918,332.023
363074.5,282.568,295.109,304.913,332.014
363165.5,282.567,295.104,304.907,332
363174.5,282.566,295.101,304.902,331.991
363265.5,282.564,295.097,304.895,331.977
363274.5,282.564,295.094,304.891,331.969
363365.5,282.562,295.09,304.884,331.955
363374.5,282.562,295.087,304.88,331.946
363465.5,282.56,295.083,304.873,331.932
363474.5,282.56,295.08,304.869,331.923
363565.5,282.558,295.076,304.862,331.909
363574.5,282.558,295.073,304.858,331.9
363665.5,282.556,295.068,304.851,331.886
363674.5,282.555,295.066,304.847,331.877
363765.5,282.554,295.061,304.84,331.863
363774.5,282.553,295.058,304.836,331.855
363865.5,282.552,295.054,304.829,331.841
363874.5,282.551,295.051,304.825,331.832
363965.5,282.55,295.047,304.818,331.818
363974.5,282.549,295.044,304.813,331.809
364065.5,282.548,295.04,304.807,331.795
364074.5,282.547,295.037,304.802,331.786
364165.5,282.546,295.033,304.796,331.772
364174.5,282.545,295.03,304.791,331.766
364265.5,282.544,295.026,304.785,331.752
364274.5,282.543,295.023,304.78,331.75
364365.5,282.542,295.018,304.773,331.734
364374.5,282.541,295.016,304.769,331.732
364465.5,282.54,295.011,304.762,331.718
364474.5,282.539,295.009,304.758,331.713
364565.5,282.538,295.004,304.751,331.7
364574.5,282.537,295.001,304.747,331.693
364665.5,282.536,294.997,304.74,331.681
364674.5,282.535,294.994,304.736,331.673
364765.5,282.534,294.99,304.729,331.661
364774.5,282.533,294.987,304.725,331.655
364865.5,282.532,294.983,304.718,331.641
364874.5,282.531,294.98,304.714,331.636
364965.5,282.53,294.976,304.707,331.622
364974.5,282.529,294.973,304.703,331.618
365065.5,282.528,294.969,304.696,331.603
365074.5,282.527,294.966,304.692,331.599
365165.5,282.526,294.962,304.685,331.584
365174.5,282.525,294.959,304.681,331.58
365265.5,282.524,294.954,304.674,331.565
365274.5,282.523,294.952,304.67,331.562
365365.5,282.522,294.947,304.663,331.546
365374.5,282.521,294.945,304.659,331.542
365465.5,282.52,294.94,304.652,331.527
365474.5,282.519,294.938,304.648,331.523
365565.5,282.518,294.933,304.641,331.508
365574.5,282.517,294.93,304.637,331.503
365665.5,282.516,294.926,304.63,331.489
365674.5,282.515,294.923,304.626,331.482
365765.5,282.514,294.919,304.619,331.469
365774.5,282.513,294.916,304.615,331.462
365865.5,282.512,294.912,304.608,331.449
365874.5,282.511,294.909,304.604,331.441
365965.5,282.51,294.905,304.597,331.429
365974.5,282.509,294.902,304.593,331.42
366065.5,282.508,294.898,304.586,331.408
366074.5,282.507,294.895,304.582,331.4
366165.5,282.505,294.891,304.575,331.388
366174.5,282.505,294.888,304.571,331.378
366265.5,282.503,294.884,304.564,331.367
366274.5,282.503,294.881,304.56,331.357
366365.5,282.501,294.877,304.553,331.346
366374.5,282.501,294.874,304.549,331.336
366465.5,282.499,294.87,304.542,331.325
366474.5,282.499,294.867,304.538,331.315
366565.5,282.497,294.863,304.531,331.304
366574.5,282.497,294.86,304.527,331.294
366665.5,282.495,294.856,304.52,331.282
366674.5,282.495,294.853,304.516,331.273
366765.5,282.493,294.849,304.509,331.261
366774.5,282.493,294.846,304.505,331.252
366865.5,282.491,294.842,304.498,331.239
366874.5,282.491,294.839,304.494,331.231
366965.5,282.489,294.835,304.487,331.218
366974.5,282.489,294.832,304.483,331.211
367065.5,282.487,294.828,304.477,331.196
367074.5,282.487,294.825,304.472,331.19
367165.5,282.485,294.821,304.466,331.175
367174.5,282.484,294.818,304.461,331.169
367265.5,282.483,294.814,304.455,331.154
367274.5,282.482,294.811,304.45,331.149
367365.5,282.481,294.807,304.444,331.133
367374.5,282.48,294.804,304.44,331.128
367465.5,282.479,294.8,304.433,331.113
367474.5,282.478,294.797,304.429,331.107
367565.5,282.477,294.793,304.422,331.093
367574.5,282.476,294.79,304.418,331.086
367665.5,282.475,294.786,304.411,331.072
367674.5,282.474,294.783,304.407,331.065
367765.5,282.473,294.779,304.4,331.052
367774.5,282.472,294.776,304.396,331.043
367865.5,282.471,294.772,304.389,331.03
367874.5,282.47,294.769,304.385,331.02
367965.5,282.469,294.765,304.378,331.008
367974.5,282.468,294.762,304.374,330.998
368065.5,282.467,294.758,304.367,330.985
368074.5,282.466,294.755,304.363,330.98
368165.5,282.465,294.751,304.356,330.965
368174.5,282.464,294.748,304.352,330.962
368265.5,282.463,294.744,304.346,330.949
368274.5,282.462,294.741,304.341,330.946
368365.5,282.461,294.737,304.335,330.932
368374.5,282.46,294.734,304.331,330.928
368465.5,282.459,294.73,304.324,330.914
368474.5,282.458,294.727,304.32,330.91
368565.5,282.457,294.723,304.313,330.897
368574.5,282.456,294.72,304.309,330.892
368665.5,282.455,294.716,304.302,330.879
368674.5,282.454,294.713,304.298,330.874
368765.5,282.453,294.709,304.291,330.861
368774.5,282.452,294.706,304.287,330.856
368865.5,282.451,294.702,304.28,330.843
368874.5,282.45,294.699,304.276,330.837
368965.5,282.449,294.695,304.27,330.824
368974.5,282.448,294.692,304.265,330.819
369065.5,282.447,294.688,304.259,330.805
369074.5,282.446,294.685,304.254,330.8
369165.5,282.445,294.681,304.248,330.786
369174.5,282.444,294.678,304.244,330.78
369265.5,282.443,294.674,304.237,330.767
369274.5,282.442,294.671,304.233,330.761
369365.5,282.441,294.667,304.226,330.748
369374.5,282.44,294.664,304.222,330.741
369465.5,282.439,294.66,304.215,330.728
369474.5,282.438,294.657,304.211,330.722
369565.5,282.437,294.653,304.205,330.708
369574.5,282.436,294.65,304.2,330.702
369665.5,282.435,294.646,304.194,330.688
369674.5,282.434,294.643,304.189,330.682
369765.5,282.433,294.639,304.183,330.668
369774.5,282.432,294.636,304.179,330.661
369865.5,282.431,294.632,304.172,330.648
369874.5,282.43,294.629,304.168,330.641
369965.5,282.429,294.625,304.161,330.628
369974.5,282.428,294.622,304.157,330.62
370065.5,282.427,294.618,304.15,330.607
370074.5,282.426,294.616,304.146,330.6
370165.5,282.425,294.611,304.14,330.586
370174.5,282.424,294.609,304.135,330.579
370265.5,282.423,294.604,304.129,330.566
370274.5,282.422,294.602,304.125,330.558
370365.5,282.421,294.597,304.118,330.545
370374.5,282.42,294.595,304.114,330.537
370465.5,282.419,294.59,304.107,330.524
370474.5,282.418,294.588,304.103,330.516
370565.5,282.417,294.584,304.097,330.503
370574.5,282.417,294.581,304.092,330.495
370665.5,282.415,294.577,304.086,330.482
370674.5,282.415,294.574,304.082,330.474
370765.5,282.413,294.57,304.075,330.461
370774.5,282.413,294.567,304.071,330.453
370865.5,282.411,294.563,304.064,330.439
370874.5,282.411,294.56,304.06,330.431
370965.5,282.409,294.556,304.053,330.418
370974.5,282.409,294.553,304.049,330.41
371065.5,282.407,294.549,304.043,330.397
371074.5,282.407,294.546,304.038,330.389
371165.5,282.405,294.542,304.032,330.375
371174.5,282.405,294.539,304.028,330.367
371265.5,282.403,294.535,304.021,330.354
371274.5,282.403,294.532,304.017,330.346
371365.5,282.401,294.528,304.01,330.332
371374.5,282.401,294.525,304.006,330.324
371465.5,282.399,294.521,304,330.311
371474.5,282.399,294.519,303.996,330.303
371565.5,282.397,294.514,303.989,330.289
371574.5,282.397,294.512,303.985,330.281
371665.5,282.395,294.507,303.978,330.268
371674.5,282.395,294.505,303.974,330.259
371765.5,282.393,294.501,303.967,330.246
371774.5,282.393,294.498,303.963,330.238
371865.5,282.392,294.494,303.957,330.225
371874.5,282.391,294.491,303.953,330.216
371965.5,282.39,294.487,303.946,330.203
371974.5,282.389,294.484,303.942,330.195
372065.5,282.388,294.48,303.935,330.181
372074.5,282.387,294.477,303.931,330.173
372165.5,282.386,294.473,303.925,330.16
372174.5,282.385,294.47,303.92,330.151
372265.5,282.384,294.466,303.914,330.138
372274.5,282.383,294.463,303.91,330.13
372365.5,282.382,294.459,303.903,330.116
372374.5,282.381,294.456,303.899,330.108
372465.5,282.38,294.452,303.893,330.095
372474.5,282.379,294.45,303.888,330.086
372565.5,282.378,294.445,303.882,330.073
372574.5,282.377,294.443,303.878,330.065
372665.5,282.376,294.438,303.871,330.051
372674.5,282.375,294.436,303.867,330.043
372765.5,282.374,294.431,303.86,330.03
372774.5,282.373,294.429,303.856,330.021
372865.5,282.372,294.424,303.85,330.008
372874.5,282.371,294.422,303.846,329.999
372965.5,282.37,294.418,303.839,329.986
372974.5,282.369,294.415,303.835,329.978
373065.5,282.368,294.411,303.828,329.965
373074.5,282.367,294.408,303.824,329.956
373165.5,282.366,294.404,303.818,329.943
373174.5,282.365,294.401,303.814,329.934
373265.5,282.364,294.397,303.807,329.921
373274.5,282.363,294.394,303.803,329.913
373365.5,282.362,294.39,303.796,329.899
373374.5,282.361,294.387,303.792,329.891
373465.5,282.36,294.383,303.786,329.878
373474.5,282.359,294.38,303.782,329.869
373565.5,282.358,294.376,303.775,329.856
373574.5,282.357,294.373,303.771,329.848
373665.5,282.356,294.369,303.765,329.834
373674.5,282.355,294.366,303.76,329.826
373765.5,282.354,294.362,303.754,329.813
373774.5,282.353,294.36,303.75,329.804
373865.5,282.352,294.355,303.743,329.791
373874.5,282.351,294.353,303.739,329.783
373965.5,282.35,294.348,303.733,329.769
373974.5,282.349,294.346,303.728,329.761
374065.5,282.348,294.342,303.722,329.748
374074.5,282.347,294.339,303.718,329.739
374165.5,282.346,294.335,303.711,329.726
374174.5,282.346,294.332,303.707,329.718
374265.5,282.344,294.328,303.701,329.705
374274.5,282.344,294.325,303.697,329.696
374365.5,282.342,294.321,303.69,329.683
374374.5,282.342,294.318,303.686,329.674
374465.5,282.34,294.314,303.68,329.661
374474.5,282.34,294.311,303.675,329.653
374565.5,282.338,294.307,303.669,329.64
374574.5,282.338,294.304,303.665,329.631
374665.5,282.336,294.3,303.658,329.618
374674.5,282.336,294.298,303.654,329.61
374765.5,282.335,294.293,303.648,329.596
374774.5,282.334,294.291,303.644,329.588
374865.5,282.333,294.287,303.637,329.575
374874.5,282.332,294.284,303.633,329.566
374965.5,282.331,294.28,303.627,329.553
374974.5,282.33,294.277,303.622,329.545
375065.5,282.329,294.273,303.616,329.532
375074.5,282.328,294.27,303.612,329.523
375165.5,282.327,294.266,303.605,329.51
375174.5,282.326,294.263,303.601,329.502
375265.5,282.325,294.259,303.595,329.489
375274.5,282.324,294.257,303.591,329.48
375365.5,282.323,294.252,303.584,329.467
375374.5,282.322,294.25,303.58,329.459
375465.5,282.321,294.246,303.574,329.445
375474.5,282.32,294.243,303.57,329.437
375565.5,282.319,294.239,303.563,329.424
375574.5,282.318,294.236,303.559,329.415
375665.5,282.317,294.232,303.553,329.402
375674.5,282.316,294.229,303.548,329.394
375765.5,282.315,294.225,303.542,329.381
375774.5,282.314,294.222,303.538,329.372
375865.5,282.313,294.218,303.531,329.359
375874.5,282.312,294.216,303.527,329.351
375965.5,282.311,294.211,303.521,329.338
375974.5,282.31,294.209,303.517,329.329
376065.5,282.309,294.205,303.51,329.316
376074.5,282.308,294.202,303.506,329.308
376165.5,282.307,294.198,303.5,329.295
376174.5,282.306,294.195,303.496,329.286
376265.5,282.305,294.191,303.489,329.273
376274.5,282.305,294.188,303.485,329.265
376365.5,282.303,294.184,303.479,329.252
376374.5,282.303,294.181,303.475,329.244
376465.5,282.301,294.177,303.468,329.23
376474.5,282.301,294.175,303.464,329.222
376565.5,282.3,294.171,303.458,329.209
376574.5,282.299,294.168,303.454,329.201
376665.5,282.298,294.164,303.447,329.188
376674.5,282.297,294.161,303.443,329.179
376765.5,282.296,294.157,303.437,329.166
376774.5,282.295,294.154,303.433,329.158
376865.5,282.294,294.15,303.426,329.145
376874.5,282.293,294.148,303.422,329.136
376965.5,282.292,294.143,303.416,329.123
376974.5,282.291,294.141,303.412,329.115
377065.5,282.29,294.137,303.405,329.102
377074.5,282.289,294.134,303.401,329.094
377165.5,282.288,294.13,303.395,329.08
377174.5,282.287,294.127,303.391,329.072
377265.5,282.286,294.123,303.384,329.059
377274.5,282.285,294.12,303.38,329.051
377365.5,282.284,294.116,303.374,329.038
377374.5,282.283,294.114,303.37,329.029
377465.5,282.282,294.109,303.363,329.016
377474.5,282.281,294.107,303.359,329.008
377565.5,282.28,294.103,303.353,328.995
377574.5,282.279,294.1,303.349,328.987
377665.5,282.278,294.096,303.342,328.974
377674.5,282.277,294.093,303.338,328.965
377765.5,282.276,294.089,303.332,328.952
377774.5,282.276,294.087,303.328,328.944
377865.5,282.274,294.082,303.321,328.931
377874.5,282.274,294.08,303.317,328.923
377965.5,282.272,294.076,303.311,328.91
377974.5,282.272,294.073,303.307,328.901
378065.5,282.27,294.069,303.301,328.888
378074.5,282.27,294.066,303.297,328.88
378165.5,282.269,294.062,303.29,328.867
378174.5,282.268,294.06,303.286,328.859
378265.5,282.267,294.055,303.28,328.846
378274.5,282.266,294.053,303.276,328.837
378365.5,282.265,294.049,303.269,328.824
378374.5,282.264,294.046,303.265,328.816
378465.5,282.263,294.042,303.259,328.803
378474.5,282.262,294.039,303.255,328.795
378565.5,282.261,294.035,303.248,328.782
378574.5,282.26,294.033,303.244,328.774
378665.5,282.259,294.028,303.238,328.761
378674.5,282.258,294.026,303.234,328.752
378765.5,282.257,294.022,303.228,328.739
378774.5,282.256,294.019,303.224,328.731
378865.5,282.255,294.015,303.217,328.718
378874.5,282.254,294.012,303.213,328.71
378965.5,282.253,294.008,303.207,328.697
378974.5,282.252,294.006,303.203,328.689
379065.5,282.251,294.002,303.196,328.676
379074.5,282.25,293.999,303.192,328.668
379165.5,282.249,293.995,303.186,328.655
379174.5,282.249,293.992,303.182,328.646
379265.5,282.247,293.988,303.176,328.633
379274.5,282.247,293.986,303.172,328.625
379365.5,282.245,293.981,303.165,328.612
379374.5,282.245,293.979,303.161,328.604
379465.5,282.244,293.975,303.155,328.591
379474.5,282.243,293.972,303.151,328.583
379565.5,282.242,293.968,303.144,328.57
379574.5,282.241,293.965,303.14,328.562
379665.5,282.24,293.961,303.134,328.549
379674.5,282.239,293.959,303.13,328.54
379765.5,282.238,293.955,303.124,328.528
379774.5,282.237,293.952,303.12,328.519
379865.5,282.236,293.948,303.113,328.506
379874.5,282.235,293.945,303.109,328.498
379965.5,282.234,293.941,303.103,328.485
379974.5,282.233,293.939,303.099,328.477
380065.5,282.232,293.935,303.093,328.464
380074.5,282.231,293.932,303.089,328.456
380165.5,282.23,293.928,303.082,328.443
380174.5,282.229,293.925,303.078,328.435
380265.5,282.228,293.921,303.072,328.422
380274.5,282.228,293.919,303.068,328.414
380365.5,282.226,293.914,303.061,328.401
380374.5,282.226,293.912,303.057,328.393
380465.5,282.224,293.908,303.051,328.38
380474.5,282.224,293.905,303.047,328.372
380565.5,282.223,293.901,303.041,328.359
380574.5,282.222,293.899,303.037,328.351
380665.5,282.221,293.894,303.03,328.338
380674.5,282.22,293.892,303.026,328.33
380765.5,282.219,293.888,303.02,328.317
380774.5,282.218,293.885,303.016,328.309
380865.5,282.217,293.881,303.01,328.296
380874.5,282.216,293.879,303.006,328.288
380965.5,282.215,293.874,302.999,328.275
380974.5,282.214,293.872,302.995,328.266
381065.5,282.213,293.868,302.989,328.254
381074.5,282.212,293.865,302.985,328.245
381165.5,282.211,293.861,302.979,328.233
381174.5,282.21,293.859,302.975,328.224
381265.5,282.209,293.854,302.969,328.212
381274.5,282.208,293.852,302.965,328.203
381365.5,282.207,293.848,302.958,328.191
381374.5,282.207,293.845,302.954,328.183
381465.5,282.205,293.841,302.948,328.17
381474.5,282.205,293.839,302.944,328.162
381565.5,282.203,293.835,302.938,328.149
381574.5,282.203,293.832,302.934,328.141
381665.5,282.202,293.828,302.927,328.128
381674.5,282.201,293.825,302.923,328.12
381765.5,282.2,293.821,302.917,328.107
381774.5,282.199,293.819,302.913,328.099
381865.5,282.198,293.815,302.907,328.086
381874.5,282.197,293.812,302.903,328.078
381965.5,282.196,293.808,302.896,328.065
381974.5,282.195,293.805,302.892,328.057
382065.5,282.194,293.801,302.886,328.044
382074.5,282.193,293.799,302.882,328.036
382165.5,282.192,293.795,302.876,328.023
382174.5,282.191,293.792,302.872,328.015
382265.5,282.19,293.788,302.866,328.002
382274.5,282.189,293.786,302.862,327.994
382365.5,282.188,293.781,302.855,327.981
382374.5,282.188,293.779,302.851,327.973
382465.5,282.186,293.775,302.845,327.961
382474.5,282.186,293.772,302.841,327.952
382565.5,282.185,293.768,302.835,327.94
382574.5,282.184,293.766,302.831,327.932
382665.5,282.183,293.762,302.825,327.919
382674.5,282.182,293.759,302.821,327.911
382765.5,282.181,293.755,302.814,327.898
382774.5,282.18,293.752,302.81,327.89
382865.5,282.179,293.748,302.804,327.877
382874.5,282.178,293.746,302.8,327.869
382965.5,282.177,293.742,302.794,327.856
382974.5,282.176,293.739,302.79,327.848
383065.5,282.175,293.735,302.784,327.836
383074.5,282.174,293.733,302.78,327.828
383165.5,282.173,293.729,302.773,327.815
383174.5,282.172,293.726,302.769,327.807
383265.5,282.171,293.722,302.763,327.794
383274.5,282.171,293.719,302.759,327.786
383365.5,282.169,293.715,302.753,327.773
383374.5,282.169,293.713,302.749,327.765
383465.5,282.168,293.709,302.743,327.752
383474.5,282.167,293.706,302.739,327.744
383565.5,282.166,293.702,302.733,327.732
383574.5,282.165,293.7,302.729,327.724
383665.5,282.164,293.696,302.722,327.711
383674.5,282.163,293.693,302.718,327.703
383765.5,282.162,293.689,302.712,327.69
383774.5,282.161,293.686,302.708,327.682
383865.5,282.16,293.682,302.702,327.67
383874.5,282.159,293.68,302.698,327.661
383965.5,282.158,293.676,302.692,327.649
383974.5,282.157,293.673,302.688,327.641
384065.5,282.156,293.669,302.682,327.628
384074.5,282.155,293.667,302.678,327.62
384165.5,282.154,293.663,302.671,327.607
384174.5,282.154,293.66,302.667,327.599
384265.5,282.152,293.656,302.661,327.587
384274.5,282.152,293.654,302.657,327.579
384365.5,282.151,293.65,302.651,327.566
384374.5,282.15,293.647,302.647,327.558
384465.5,282.149,293.643,302.641,327.545
384474.5,282.148,293.641,302.637,327.537
384565.5,282.147,293.637,302.631,327.525
384574.5,282.146,293.634,302.627,327.517
384665.5,282.145,293.63,302.621,327.504
384674.5,282.144,293.627,302.617,327.496
384765.5,282.143,293.623,302.61,327.483
384774.5,282.142,293.621,302.606,327.475
384865.5,282.141,293.617,302.6,327.463
384874.5,282.14,293.614,302.596,327.455
384965.5,282.139,293.61,302.59,327.442
384974.5,282.139,293.608,302.586,327.434
385065.5,282.137,293.604,302.58,327.422
385074.5,282.137,293.601,302.576,327.414
385165.5,282.136,293.597,302.57,327.401
385174.5,282.135,293.595,302.566,327.393
385265.5,282.134,293.591,302.56,327.38
385274.5,282.133,293.588,302.556,327.372
385365.5,282.132,293.584,302.549,327.36
385374.5,282.131,293.582,302.546,327.352
385465.5,282.13,293.578,302.539,327.339
385474.5,282.129,293.575,302.535,327.331
385565.5,282.128,293.571,302.529,327.319
385574.5,282.127,293.569,302.525,327.311
385665.5,282.126,293.565,302.519,327.298
385674.5,282.125,293.562,302.515,327.29
385765.5,282.124,293.558,302.509,327.278
385774.5,282.124,293.555,302.505,327.27
385865.5,282.122,293.551,302.499,327.257
385874.5,282.122,293.549,302.495,327.249
385965.5,282.121,293.545,302.489,327.237
385974.5,282.12,293.542,302.485,327.229
386065.5,282.119,293.538,302.479,327.216
386074.5,282.118,293.536,302.475,327.208
386165.5,282.117,293.532,302.469,327.196
386174.5,282.116,293.529,302.465,327.188
386265.5,282.115,293.525,302.458,327.175
386274.5,282.114,293.523,302.455,327.167
386365.5,282.113,293.519,302.448,327.155
386374.5,282.112,293.516,302.444,327.147
386465.5,282.111,293.512,302.438,327.134
386474.5,282.111,293.51,302.434,327.126
386565.5,282.109,293.506,302.428,327.114
386574.5,282.109,293.503,302.424,327.106
386665.5,282.108,293.499,302.418,327.094
386674.5,282.107,293.497,302.414,327.086
386765.5,282.106,293.493,302.408,327.073
386774.5,282.105,293.49,302.404,327.065
386865.5,282.104,293.486,302.398,327.053
386874.5,282.103,293.484,302.394,327.045
386965.5,282.102,293.48,302.388,327.032
386974.5,282.101,293.477,302.384,327.024
387065.5,282.1,293.473,302.378,327.012
387074.5,282.099,293.471,302.374,327.004
387165.5,282.098,293.467,302.368,326.992
387174.5,282.098,293.464,302.364,326.984
387265.5,282.096,293.46,302.358,326.971
387274.5,282.096,293.458,302.354,326.963
387365.5,282.095,293.454,302.348,326.951
387374.5,282.094,293.451,302.344,326.943
387465.5,282.093,293.448,302.338,326.931
387474.5,282.092,293.445,302.334,326.923
387565.5,282.091,293.441,302.328,326.91
387574.5,282.09,293.439,302.324,326.902
387665.5,282.089,293.435,302.318,326.89
387674.5,282.088,293.432,302.314,326.882
387765.5,282.087,293.428,302.308,326.87
387774.5,282.086,293.426,302.304,326.862
387865.5,282.085,293.422,302.297,326.849
387874.5,282.085,293.419,302.294,326.841
387965.5,282.083,293.415,302.287,326.829
387974.5,282.083,293.413,302.284,326.821
388065.5,282.082,293.409,302.277,326.809
388074.5,282.081,293.406,302.274,326.801
388165.5,282.08,293.402,302.267,326.788
388174.5,282.079,293.4,302.264,326.781
388265.5,282.078,293.396,302.257,326.768
388274.5,282.077,293.393,302.254,326.76
388365.5,282.076,293.389,302.247,326.748
388374.5,282.075,293.387,302.244,326.74
388465.5,282.074,293.383,302.237,326.728
388474.5,282.073,293.38,302.233,326.72
388565.5,282.072,293.376,302.227,326.707
388574.5,282.072,293.374,302.224,326.7
388665.5,282.07,293.37,302.217,326.687
388674.5,282.07,293.367,302.214,326.679
388765.5,282.069,293.364,302.207,326.667
388774.5,282.068,293.361,302.204,326.659
388865.5,282.067,293.357,302.197,326.647
388874.5,282.066,293.355,302.194,326.639
388965.5,282.065,293.351,302.187,326.627
388974.5,282.064,293.348,302.184,326.619
389065.5,282.063,293.344,302.177,326.606
389074.5,282.062,293.342,302.174,326.599
389165.5,282.061,293.338,302.167,326.586
389174.5,282.061,293.335,302.164,326.578
389265.5,282.059,293.331,302.157,326.566
389274.5,282.059,293.329,302.154,326.558
389365.5,282.058,293.325,302.148,326.546
389374.5,282.057,293.322,302.144,326.538
389465.5,282.056,293.319,302.138,326.526
389474.5,282.055,293.316,302.134,326.518
389565.5,282.054,293.312,302.128,326.506
389574.5,282.053,293.31,302.124,326.498
389665.5,282.052,293.306,302.118,326.485
389674.5,282.051,293.303,302.114,326.478
389765.5,282.05,293.299,302.108,326.465
389774.5,282.049,293.297,302.104,326.458
389865.5,282.048,293.293,302.098,326.445
389874.5,282.048,293.29,302.094,326.437
389965.5,282.047,293.286,302.088,326.425
389974.5,282.046,293.284,302.084,326.417
390065.5,282.045,293.28,302.078,326.405
390074.5,282.044,293.278,302.074,326.397
390165.5,282.043,293.274,302.068,326.385
390174.5,282.042,293.271,302.064,326.377
390265.5,282.041,293.267,302.058,326.365
390274.5,282.04,293.265,302.054,326.357
390365.5,282.039,293.261,302.048,326.345
390374.5,282.038,293.258,302.044,326.337
390465.5,282.037,293.254,302.038,326.325
390474.5,282.037,293.252,302.034,326.317
390565.5,282.036,293.248,302.028,326.305
390574.5,282.035,293.246,302.024,326.297
390665.5,282.034,293.242,302.018,326.285
390674.5,282.033,293.239,302.014,326.277
390765.5,282.032,293.235,302.008,326.265
390774.5,282.031,293.233,302.005,326.257
390865.5,282.03,293.229,301.999,326.245
390874.5,282.029,293.226,301.995,326.237
390965.5,282.028,293.223,301.989,326.225
390974.5,282.027,293.22,301.985,326.217
391065.5,282.026,293.216,301.979,326.205
391074.5,282.026,293.214,301.975,326.197
391165.5,282.025,293.21,301.969,326.185
391174.5,282.024,293.207,301.965,326.177
